id_student,id_site,date,sum_click
10985,138,104,20
10917,13,168,10
10400,3,118,20
11803,376,120,21
10480,389,179,15
11445,436,221,15
11677,395,183,22
10389,300,48,17
11840,478,119,18
10393,267,169,18
11173,74,133,20
10606,335,93,11
11283,51,201,17
11995,110,76,15
11172,174,76,20
10144,63,118,23
10291,31,86,18
11791,484,13,16
11649,402,222,13
11421,355,105,22
11436,430,154,18
11786,580,66,24
11623,414,68,20
11298,124,213,24
11247,548,153,16
11364,123,90,21
11562,38,73,19
10337,348,200,23
10826,277,171,17
11072,467,168,22
10547,192,169,21
11874,21,82,18
10991,393,192,20
10299,578,229,26
11076,315,45,20
11183,229,117,13
11664,185,228,18
10288,286,12,23
10336,208,101,17
10236,328,114,19
10347,482,185,22
11071,519,173,19
10286,214,173,22
10489,489,208,26
11652,506,143,16
11646,254,231,24
11452,240,17,16
10987,386,228,20
10659,84,246,30
11417,495,187,17
11003,218,57,22
10291,419,222,18
10467,205,54,36
10945,595,98,20
11925,156,235,30
11526,113,86,15
11581,58,19,17
11508,417,14,15
11275,574,177,8
10457,463,74,27
10434,543,93,11
11097,105,63,27
10969,406,152,29
11197,196,176,24
10211,285,79,17
10756,162,137,27
11944,240,94,20
10568,102,24,10
11242,548,186,18
10198,104,114,23
10893,95,201,21
11565,262,236,16
11838,337,205,18
11526,149,98,22
10336,339,132,23
11168,112,28,13
11164,571,51,15
11923,193,211,16
10285,422,232,26
11004,31,159,21
11541,466,53,21
11203,231,195,12
10380,578,186,16
11060,323,124,18
11799,356,198,18
11673,5,234,24
10739,69,30,25
11142,555,66,16
10570,336,65,21
11708,413,89,23
11733,259,149,18
11256,459,68,18
11217,299,126,28
11001,268,16,25
10894,356,51,17
10804,217,228,21
11707,235,177,27
11530,442,169,13
10425,471,2,25
11759,270,96,23
10839,479,93,17
10464,352,19,25
11242,120,18,18
11093,34,94,20
11928,32,39,23
10355,439,115,19
11501,175,156,27
11746,61,243,25
10688,202,225,24
10934,321,213,13
10661,335,176,20
10450,126,22,18
11815,273,190,22
10158,473,110,17
10305,579,24,24
10962,328,90,19
11400,565,6,14
10356,277,126,27
10798,461,35,22
11545,214,123,17
10452,192,33,20
11692,198,174,17
11600,370,125,24
10330,458,93,25
11318,84,31,22
11104,436,101,30
11667,222,153,14
10908,219,242,28
11130,529,44,21
10597,216,138,19
10856,155,59,21
11749,70,139,30
10540,257,193,18
11891,49,104,24
11062,194,28,15
10335,94,232,20
10197,513,54,33
10467,252,15,19
10093,567,128,17
11843,281,125,18
10180,558,192,31
10662,32,82,19
10481,149,65,21
11812,41,113,27
10781,162,14,22
10060,274,167,17
10800,518,5,14
11564,265,4,9
11859,565,174,16
11464,530,119,25
10263,86,105,20
11262,314,98,25
11177,407,30,22
11094,469,54,22
11126,289,5,20
10788,86,75,15
10931,105,27,25
10404,358,36,24
10384,41,165,23
10379,210,143,22
11810,390,98,19
11523,71,103,21
11346,328,192,20
11665,199,173,22
11656,352,124,22
10962,357,127,18
11395,511,45,19
11606,406,203,20
10033,271,36,20
11728,594,217,24
10195,428,137,22
11640,544,36,21
10126,572,199,22
11419,14,32,30
10187,519,232,24
11737,244,61,19
11015,153,241,18
10139,336,148,25
10693,567,39,19
10774,42,77,16
10962,590,145,14
11287,428,85,18
11143,137,25,23
11232,196,40,13
11579,2,245,21
11537,212,198,20
11193,324,221,19
10065,51,27,13
10794,307,129,13
10075,173,110,14
10095,487,148,25
11306,76,191,21
10043,337,156,27
11965,592,144,22
11968,324,86,27
11152,390,98,22
10068,375,131,17
11112,412,225,16
10134,137,197,20
10155,27,123,16
10797,317,30,20
10170,19,102,14
10966,403,71,29
10532,583,248,19
11105,313,164,16
10835,255,166,16
11432,236,241,20
11082,132,37,19
10023,439,151,14
11490,518,145,15
11368,148,39,17
11825,177,248,28
11569,584,106,27
11506,144,55,18
11115,343,97,18
10479,329,175,21
10155,86,119,14
11202,538,134,23
10696,103,178,16
11035,217,67,17
11530,572,138,22
10388,565,243,22
10905,29,50,17
10309,399,21,15
11206,345,37,16
10027,214,191,20
10102,471,9,23
11507,306,23,20
10934,368,155,13
10579,315,227,24
10969,497,110,24
11507,578,146,13
11724,586,105,18
11835,361,58,19
10338,563,156,19
11630,401,126,17
11566,346,46,16
10688,48,109,11
11049,561,13,21
11410,325,248,17
11554,599,224,29
10042,373,235,17
10487,427,233,22
10097,142,196,20
11146,335,44,21
11889,83,217,28
10358,107,11,28
10048,380,50,23
11771,16,118,21
11095,10,193,16
10786,293,40,20
10946,190,3,19
11076,391,92,27
10607,161,176,17
11694,130,216,23
11614,173,197,19
11803,595,67,18
10357,18,158,26
10637,333,209,23
11061,143,23,17
11707,284,4,16
10986,532,147,18
11499,235,126,25
10512,142,148,14
11084,445,144,24
11679,121,1,27
11620,306,233,25
11088,409,109,22
11069,179,163,19
10215,561,183,27
11198,123,68,15
11411,403,106,12
11977,498,73,12
10916,206,76,23
10022,423,73,23
10944,540,176,14
11769,150,104,20
10267,356,144,24
10632,286,102,19
11543,429,236,22
10857,562,141,15
11692,471,187,11
11289,274,46,24
11887,485,215,21
11486,219,33,22
10691,271,143,23
11061,47,68,21
10838,15,204,21
11485,288,146,19
11187,56,184,12
10653,233,97,23
10382,365,118,22
11787,475,137,17
10673,242,96,30
10390,594,137,19
10363,420,166,16
11146,552,150,23
11733,316,215,14
10753,276,9,21
11388,449,130,23
11235,3,133,15
11979,180,46,20
10388,537,167,19
10764,289,18,17
10869,146,82,20
11576,484,90,16
10852,393,98,16
11860,489,32,11
10724,427,8,16
11494,35,165,23
11846,508,210,23
10063,131,74,15
10659,463,90,19
11723,596,233,19
11255,50,101,16
11244,161,11,18
11688,351,162,20
11169,192,45,22
11082,579,91,18
10848,591,34,17
10681,134,217,22
11336,123,174,19
11201,362,38,21
11453,187,110,32
11088,371,117,29
10166,441,187,15
11356,520,214,18
10094,186,177,18
11696,54,37,19
11330,114,235,20
10383,286,166,25
10107,109,7,20
10205,319,172,16
10367,563,123,19
10449,362,23,13
10100,149,17,20
10488,197,196,15
11940,374,217,22
11196,551,199,23
10216,320,98,16
10669,379,91,12
11158,166,18,23
10519,528,28,20
11731,264,177,21
11515,273,54,18
11315,164,160,16
10325,503,132,20
10758,374,202,26
10990,574,185,30
11910,69,96,18
11885,191,160,17
11170,306,216,17
11622,353,120,31
10966,312,237,25
10190,258,138,19
10559,76,33,20
10071,302,224,22
11548,548,54,20
10175,441,104,27
11654,560,25,21
10585,419,153,25
11988,227,247,21
10955,134,136,26
10344,474,89,17
10334,337,153,11
10296,346,242,22
11386,593,55,18
11918,495,248,22
10214,84,133,18
11445,44,13,19
10786,226,75,21
10276,314,138,17
11587,308,115,17
11301,95,188,27
10653,538,194,13
10443,198,155,19
11336,50,47,15
10865,536,64,20
11078,565,61,22
11279,255,62,16
10045,79,230,17
10246,208,107,22
10673,483,89,19
11286,434,183,18
10756,137,21,22
11968,237,7,17
11600,440,125,20
10014,109,47,14
10629,43,216,15
11986,355,50,14
10410,69,242,23
10609,219,216,22
10116,58,124,24
10930,228,125,21
11763,275,166,19
10155,447,137,25
10858,579,37,17
11254,206,240,21
11472,538,176,18
11022,571,141,19
11631,10,116,19
11749,440,157,23
11832,246,38,18
10922,192,36,10
10504,415,243,20
11251,496,181,25
11522,48,147,17
11993,292,96,22
11084,334,24,17
11129,413,161,16
10651,298,15,21
11472,552,110,18
10278,552,187,17
10050,292,149,15
10307,479,68,15
11921,488,111,25
10388,295,26,21
11978,240,123,25
11671,576,55,22
10986,556,178,12
11923,10,217,21
11162,499,11,19
10222,124,144,22
10246,503,31,19
10961,594,216,14
10486,408,102,28
10099,429,142,18
10322,500,139,28
11924,184,130,21
11088,170,33,14
10899,139,16,23
11734,432,142,19
10981,474,61,17
11581,459,98,20
11328,550,116,19
10961,349,88,21
10562,309,245,19
10552,285,121,24
11172,462,133,14
11335,107,139,26
11136,324,173,25
10048,232,233,20
11042,393,219,24
11149,365,162,15
10591,281,244,16
10662,255,114,22
11381,481,189,21
10255,235,150,20
10839,544,35,18
11793,450,216,22
11697,313,146,19
11050,107,62,14
11873,365,1,13
11272,138,32,19
10245,298,148,15
10894,64,9,25
10090,373,143,26
11745,105,143,21
10711,270,217,22
11678,517,184,18
11161,366,33,22
10548,460,98,14
10562,581,91,21
10700,321,203,19
10699,309,175,22
10322,79,243,27
11468,354,132,14
11178,164,89,24
11697,568,3,22
10237,237,172,14
11754,10,19,27
10353,551,132,10
11084,381,47,15
11493,309,20,19
11863,400,72,9
10576,360,210,21
11782,407,241,19
10092,185,37,13
11840,217,124,30
10579,433,136,21
10370,528,198,19
10253,291,179,21
10945,373,172,17
11278,96,22,23
10724,593,51,18
11031,302,68,22
10004,523,227,14
11343,170,78,28
10022,517,43,22
10999,337,130,23
11523,249,62,15
10005,391,91,26
10710,547,184,16
10175,567,156,29
10714,516,160,19
10913,434,174,18
10844,144,115,23
10977,76,244,26
10769,70,249,20
10468,200,76,27
11702,296,168,19
10252,574,80,21
10175,454,83,34
10056,125,240,20
10559,100,59,16
11676,147,109,24
10537,389,25,23
11171,149,142,17
10674,57,166,22
11665,437,69,24
10263,485,11,17
11191,440,177,14
10802,231,237,21
11357,17,176,28
11650,380,38,14
10425,511,4,17
10449,338,30,13
10322,589,66,13
